"","Time","prob"
"350",350,0.3
"351",351,0.3
"352",352,0.3
"353",353,0.3
"354",354,0.5
"355",355,0.3
"356",356,0.3
"357",357,0.3
"358",358,0.3
"359",359,0.3
"360",360,0.3
"361",361,0.3
"362",362,0.3
"363",363,0.3
"364",364,0.3
"365",365,0.3
"366",366,0.3
"367",367,0.3
"368",368,0.3
"369",369,0.3
"370",370,0.3
"371",371,0.3
"372",372,0.3
"373",373,0.3
"374",374,0.3
"375",375,0.3
"376",376,0.3
"377",377,0.5
"378",378,0.3
"379",379,0.3
"380",380,0.3
"381",381,0.3
"382",382,0.3
"383",383,0.3
"384",384,0.3
"385",385,0.3
"386",386,0.3
"387",387,0.3
"388",388,0.3
"389",389,0.3
"390",390,0.3
"391",391,0.3
"392",392,0.3
"393",393,0.3
"394",394,0.3
"395",395,0.3
"396",396,0.3
"397",397,0.3
"398",398,0.3
"399",399,0.3
"400",400,0.3
"401",401,0.3
"402",402,0.3
"403",403,0.3
"404",404,0.3
"405",405,0.3
"406",406,0.3
"407",407,0.3
"408",408,0.3
"409",409,0.3
"410",410,0.3
"411",411,0.3
"412",412,0.3
"413",413,0.3
"414",414,0.3
"415",415,0.53
"416",416,0.3
"417",417,0.3
"418",418,0.3
"419",419,0.3
"420",420,0.3
"421",421,0.3
"422",422,0.3
"423",423,0.3
"424",424,0.3
"425",425,0.3
"426",426,0.3
"427",427,0.3
"428",428,0.3
"429",429,0.3
"430",430,0.3
"431",431,0.3
"432",432,0.3
"433",433,0.3
"434",434,0.3
"435",435,0.3
"436",436,0.3
"437",437,0.3
"438",438,0.3
"439",439,0.3
"440",440,0.3
"441",441,0.3
"442",442,0.3
"443",443,0.34
"444",444,0.3
"445",445,0.3
"446",446,0.3
"447",447,0.3
"448",448,0.3
"449",449,0.3
"450",450,0.3
"451",451,0.3
"452",452,0.3
"453",453,0.3
"454",454,0.5
"455",455,0.3
"456",456,0.3
"457",457,0.3
"458",458,0.5
"459",459,0.3
"460",460,0.3
"461",461,0.3
"462",462,0.5
"463",463,0.5
